Epoch,Train_Loss,Val_Loss
1,7.994627634684245,6.289657115936279
2,5.892836994594997,6.097761472066243
3,5.748563713497585,5.5668009122212725
4,5.518451531728108,5.544031302134196
5,5.496232297685411,5.533722400665283
6,5.442778799268934,5.492804368336995
7,5.4324511422051325,5.5651858647664385
8,5.427933904859755,5.504705746968587
9,5.461958408355713,5.464197635650635
10,5.44193352593316,5.567480564117432
11,5.432299031151666,5.4793446858723955
12,5.438211705949572,5.459376494089763
13,5.433280785878499,5.531843821207683
14,5.428450637393528,5.464653968811035
15,5.452507972717285,5.504647254943848
16,5.434044943915473,5.441107749938965
17,5.438401010301378,5.535980860392253
18,5.423787064022488,5.475372473398845
19,5.453756173451741,5.497973442077637
20,5.446386655171712,5.486860275268555
21,5.438374095492893,5.498356819152832
22,5.436293284098308,5.405416965484619
23,5.434998671213786,5.49130900700887
24,5.439425044589573,5.479334354400635
25,5.433683395385742,5.511838595072429
26,5.4487930403815374,5.413589318593343
27,5.4408524301317005,5.481920083363851
28,5.455688582526313,5.502083937327067
29,5.4795816209581165,5.485655784606934
30,5.467539363437229,5.5084404945373535
31,5.464941183725993,5.508777300516765
32,5.433816379970974,5.417942047119141
33,5.43610864215427,5.505312601725261
34,5.4575737317403155,5.417525132497151
35,5.433276494344075,5.550987720489502
36,5.437696139017741,5.456533432006836
37,5.428281784057617,5.476296901702881
38,5.435061189863417,5.428589820861816
39,5.421011077033149,5.473926385243733
40,5.466607040829128,5.5104983647664385
41,5.5005723635355634,5.463865280151367
42,5.461800522274441,5.474169731140137
43,5.43368657430013,5.479299704233806
44,5.4570841789245605,5.429493268330892
45,5.4011353386773004,5.541151682535808
46,5.447272141774495,5.449275811513265
47,5.4165359073215065,5.491219520568848
48,5.423487663269043,5.464974244435628
49,5.413203080495198,5.494133631388347
50,5.422926796807183,5.445870240529378
