Epoch,Train_Loss,Val_Loss
1,7.914663261837429,7.818095525105794
2,7.128634187910292,7.015211423238118
3,6.544273429446751,6.424800395965576
4,6.122640344831678,6.045061270395915
5,5.841754489474827,5.824509302775065
6,5.709557003445095,5.730377833048503
7,5.6536317931281195,5.71051565806071
8,5.616989930470784,5.6960129737854
9,5.60467709435357,5.686128934224446
10,5.59583928849962,5.689203103383382
11,5.58241515689426,5.681720733642578
12,5.5578771697150335,5.652079741160075
13,5.538495805528429,5.63641897837321
14,5.532572428385417,5.613768895467122
15,5.508365790049235,5.59390656153361
16,5.505810313754612,5.589759349822998
17,5.492686907450358,5.582952976226807
18,5.473904874589708,5.574621200561523
19,5.464971807267931,5.54856522878011
20,5.458085166083442,5.54154618581136
21,5.445104334089491,5.531479676564534
22,5.4327616691589355,5.523848056793213
23,5.429963747660319,5.519587993621826
24,5.427911599477132,5.507382392883301
25,5.426487975650364,5.508138497670491
26,5.423541333940294,5.508087317148845
27,5.423183970981174,5.502766291300456
28,5.430328528086345,5.515869776407878
29,5.4283766746521,5.510782877604167
30,5.420951631334093,5.50538698832194
31,5.418321450551351,5.508524099985759
32,5.425997787051731,5.514173189798991
33,5.433851401011149,5.500229835510254
34,5.424284723069933,5.494394620259603
35,5.416732629140218,5.510631243387858
36,5.43343793021308,5.50839900970459
37,5.434128284454346,5.533596674601237
38,5.417627864413792,5.510629494984944
39,5.417921278211805,5.510639031728108
40,5.433391941918267,5.475765069325765
41,5.43628125720554,5.506500720977783
42,5.4202321370442705,5.510069688161214
43,5.42593887117174,5.504859606424968
44,5.420765188005236,5.492696762084961
45,5.422138055165608,5.50988229115804
46,5.425566779242621,5.511673291524251
47,5.4229745335049095,5.5126034418741865
48,5.4236339992947045,5.498086293538411
49,5.42376693089803,5.5030466715494795
50,5.424538612365723,5.49616797765096
